301499.SZ,维科精密,上海
603296.SS,华勤技术,上海
688592.SS,司南导航,上海
603275.SS,众辰科技,上海
920504.BJ,博迅生物,上海
688591.SS,泰凌微,上海
301525.SZ,儒竞科技,上海
603107.SS,上海汽配,上海
301555.SZ,惠柏新材,上海
603062.SS,麦加芯彩,上海
688648.SS,中邮科技,上海
688653.SS,康希通信,上海
601083.SS,锦江航运,上海
603325.SS,博隆技术,上海
688584.SS,上海合晶,上海
603341.SS,龙旗科技,上海
688691.SS,灿芯股份,上海
300890.SZ,翔丰华,上海
603350.SS,安乃达,上海
603207.SS,小方制药,上海
688710.SS,益诺思,上海
688615.SS,合合信息,上海
301173.SZ,毓恬冠佳,上海
688603.SS,天承科技,上海
920112.BJ,巴兰仕,上海
002027.SZ,分众传媒,上海
301563.SZ,云汉芯城,上海
603418.SS,友升股份,上海
301584.SZ,建发致新,上海
601026.SS,道生天合,上海
688802.SS,沐曦股份-U,上海
001396.SZ,誉帆科技,上海
600038.SS,中直股份,黑龙江
600095.SS,湘财股份,黑龙江
600178.SS,东安动力,黑龙江
600182.SS,S佳通,黑龙江
600187.SS,国中水务,黑龙江
600202.SS,哈空调,黑龙江
600289.SS,ST信通,黑龙江
600356.SS,恒丰纸业,黑龙江
600371.SS,万向德农,黑龙江
600598.SS,北大荒,黑龙江
600664.SS,哈药股份,黑龙江
600726.SS,华电能源,黑龙江
600829.SS,人民同泰,黑龙江
600853.SS,龙建股份,黑龙江
600864.SS,哈投股份,黑龙江
601106.SS,中国一重,黑龙江
601188.SS,龙江交通,黑龙江
000711.SZ,ST京蓝,黑龙江
000901.SZ,航天科技,黑龙江
000922.SZ,佳电股份,黑龙江
000985.SZ,大庆华科,黑龙江
300040.SZ,九洲集团,黑龙江
002437.SZ,誉衡药业,黑龙江
601011.SS,宝泰隆,黑龙江
002698.SZ,博实股份,黑龙江
002737.SZ,葵花药业,黑龙江
603023.SS,威帝股份,黑龙江
603567.SS,珍宝岛,黑龙江
002900.SZ,哈三联,黑龙江
600666.SS,奥瑞德,黑龙江
688011.SS,新光光电,黑龙江
300900.SZ,广联航空,黑龙江
605577.SS,龙版传媒,黑龙江
301227.SZ,森鹰窗业,黑龙江
688459.SS,哈铁科技,黑龙江
301371.SZ,敷尔佳,黑龙江
603202.SS,天有为,黑龙江
920091.BJ,大鹏工业,黑龙江
000617.SZ,中油资本,新疆
600075.SS,新疆天业,新疆
600084.SS,中信尼雅,新疆
600089.SS,特变电工,新疆
600197.SS,伊力特,新疆
600251.SS,冠农股份,新疆
600256.SS,广汇能源,新疆
600339.SS,中油工程,新疆
600359.SS,新农开发,新疆
600419.SS,天润乳业,新疆
600425.SS,青松建化,新疆
600506.SS,统一股份,新疆
600509.SS,天富能源,新疆
600540.SS,新赛股份,新疆
600545.SS,卓郎智能,新疆
600581.SS,八一钢铁,新疆
600721.SS,百花医药,新疆
600737.SS,中粮糖业,新疆
600778.SS,友好集团,新疆
600888.SS,新疆众和,新疆
000159.SZ,国际实业,新疆
000415.SZ,渤海租赁,新疆
000813.SZ,德展健康,新疆
000877.SZ,天山股份,新疆
000972.SZ,*ST中基,新疆
002092.SZ,中泰化学,新疆
002100.SZ,天康生物,新疆
002202.SZ,金风科技,新疆
002205.SZ,国统股份,新疆
002207.SZ,准油股份,新疆
002302.SZ,西部建设,新疆
002307.SZ,北新路桥,新疆
300313.SZ,*ST天山,新疆
002524.SZ,光正眼科,新疆
002719.SZ,麦趣尔,新疆
300159.SZ,*ST新研,新疆
002700.SZ,万憬能源,新疆
300106.SZ,西部牧业,新疆
000166.SZ,申万宏源,新疆
601069.SS,西部黄金,新疆
603227.SS,雪峰科技,新疆
603101.SS,汇嘉时代,新疆
002800.SZ,天顺股份,新疆
603393.SS,新天然气,新疆
002828.SZ,贝肯能源,新疆
300588.SZ,熙菱信息,新疆
603032.SS,德新科技,新疆
300603.SZ,立昂技术,新疆
605169.SS,洪通燃气,新疆
603080.SS,新疆火炬,新疆
000633.SZ,合金投资,新疆
603706.SS,东方环宇,新疆
002941.SZ,新疆交建,新疆
300859.SZ,西域旅游,新疆
688303.SS,大全能源,新疆
301139.SZ,元道通信,新疆
001258.SZ,立新能源,新疆
001330.SZ,博纳影业,新疆
301301.SZ,川宁生物,新疆
601121.SS,宝地矿业,新疆
920088.BJ,科力股份,新疆
002532.SZ,天山铝业,新疆
600110.SS,诺德股份,吉林
600148.SS,长春一东,吉林
600189.SS,泉阳泉,吉林
600215.SS,派斯林,吉林
600333.SS,长春燃气,吉林
600360.SS,*ST华微,吉林
600365.SS,ST通葡,吉林
600697.SS,欧亚集团,吉林
600742.SS,富维股份,吉林
600867.SS,通化东宝,吉林
600881.SS,亚泰集团,吉林
601518.SS,吉林高速,吉林
000420.SZ,吉林化纤,吉林
000545.SZ,金浦钛业,吉林
000546.SZ,金圆股份,吉林
000623.SZ,吉林敖东,吉林
000661.SZ,长春高新,吉林
000686.SZ,东北证券,吉林
000766.SZ,通化金马,吉林
000800.SZ,一汽解放,吉林
000875.SZ,吉电股份,吉林
000928.SZ,中钢国际,吉林
002232.SZ,启明信息,吉林
002338.SZ,奥普光电,吉林
000718.SZ,苏宁环球,吉林
601929.SS,吉视传媒,吉林
002501.SZ,利源股份,吉林
002566.SZ,益盛药业,吉林
002622.SZ,皓宸医疗,吉林
300396.SZ,迪瑞医疗,吉林
603099.SS,长白山,吉林
300510.SZ,金冠股份,吉林
000030.SZ,富奥股份,吉林
603559.SS,ST通脉,吉林
688716.SS,中研股份,吉林
300597.SZ,吉大通信,吉林
003029.SZ,吉大正元,吉林
300923.SZ,研奥股份,吉林
000638.SZ,*ST万方,吉林
688378.SS,奥来德,吉林
601279.SS,英利汽车,吉林
300985.SZ,致远新能,吉林
688276.SS,百克生物,吉林
301130.SZ,西点药业,吉林
920726.BJ,朱老六,吉林
920077.BJ,吉林碳谷,吉林
002316.SZ,亚联发展,吉林
001395.SZ,亚联机械,吉林
600012.SS,皖通高速,安徽
600054.SS,黄山旅游,安徽
600063.SS,皖维高新,安徽
600199.SS,金种子酒,安徽
600218.SS,全柴动力,安徽
600237.SS,铜峰电子,安徽
600255.SS,鑫科材料,安徽
600318.SS,新力金融,安徽
600375.SS,汉马科技,安徽
600418.SS,江淮汽车,安徽
600444.SS,国机通用,安徽
600470.SS,六国化工,安徽
600496.SS,精工钢构,安徽
600502.SS,安徽建工,安徽
600520.SS,三佳科技,安徽
600552.SS,凯盛科技,安徽
600567.SS,山鹰国际,安徽
600575.SS,淮河能源,安徽
600577.SS,精达股份,安徽
600585.SS,海螺水泥,安徽
600761.SS,安徽合力,安徽
600808.SS,马钢股份,安徽
600971.SS,恒源煤电,安徽
600983.SS,惠而浦,安徽
600985.SS,淮北矿业,安徽
600990.SS,四创电子,安徽
601918.SS,新集能源,安徽
000417.SZ,合百集团,安徽
000521.SZ,长虹美菱,安徽
000543.SZ,皖能电力,安徽
000596.SZ,古井贡酒,安徽
000619.SZ,海螺新材,安徽
000630.SZ,铜陵有色,安徽
000713.SZ,国投丰乐,安徽
000728.SZ,国元证券,安徽
000850.SZ,华茂股份,安徽
000859.SZ,国风新材,安徽
000887.SZ,中鼎股份,安徽
000930.SZ,中粮科技,安徽
002014.SZ,永新股份,安徽
002042.SZ,华孚时尚,安徽
002057.SZ,中钢天源,安徽
002136.SZ,安 纳 达,安徽
002140.SZ,东华科技,安徽
002171.SZ,楚江新材,安徽
002226.SZ,江南化工,安徽
002230.SZ,科大讯飞,安徽
002298.SZ,中电鑫龙,安徽
002331.SZ,皖通科技,安徽
002347.SZ,泰尔股份,安徽
002361.SZ,神剑股份,安徽
300009.SZ,安科生物,安徽
300087.SZ,荃银高科,安徽
300088.SZ,长信科技,安徽
300274.SZ,阳光电源,安徽
002690.SZ,美亚光电,安徽
002555.SZ,三七互娱,安徽
002556.SZ,辉隆股份,安徽
002557.SZ,洽洽食品,安徽
002571.SZ,德力股份,安徽
002074.SZ,国轩高科,安徽
688165.SS,埃夫特-U,安徽
300218.SZ,安利股份,安徽
002597.SZ,金禾实业,安徽
300247.SZ,融捷健康,安徽
603308.SS,应流股份,安徽
002538.SZ,司尔特,安徽
002541.SZ,鸿路钢构,安徽
002607.SZ,中公教育,安徽
605108.SS,同庆楼,安徽
002743.SZ,富煌钢构,安徽
603199.SS,九华旅游,安徽
603011.SS,合锻智能,安徽
300388.SZ,节能国祯,安徽
603198.SS,迎驾贡酒,安徽
300452.SZ,山河药辅,安徽
300475.SZ,香农芯创,安徽
603589.SS,口子窖,安徽
603031.SS,安孚科技,安徽
300520.SZ,科大国创,安徽
002817.SZ,黄山胶囊,安徽
301529.SZ,福赛科技,安徽
600909.SS,华安证券,安徽
301520.SZ,万邦医药,安徽
603689.SS,皖天然气,安徽
300577.SZ,开润股份,安徽
300595.SZ,欧普康视,安徽
603656.SS,泰禾智能,安徽
603768.SS,常青股份,安徽
603429.SS,集友股份,安徽
301217.SZ,铜冠铜箔,安徽
603801.SS,志邦家居,安徽
603527.SS,众源新材,安徽
300692.SZ,中赋科技,安徽
603356.SS,华菱精工,安徽
603357.SS,设计总院,安徽
603596.SS,伯特利,安徽
601606.SS,长城军工,安徽
688600.SS,皖仪科技,安徽
688027.SS,国盾量子,安徽
300783.SZ,三只松鼠,安徽
002005.SZ,ST德豪,安徽
603815.SS,交建股份,安徽
300816.SZ,艾可蓝,安徽
300815.SZ,玉禾田,安徽
002969.SZ,嘉美包装,安徽
688077.SS,大地熊,安徽
300835.SZ,龙磁科技,安徽
002983.SZ,芯瑞达,安徽
300134.SZ,大富科技,安徽
000153.SZ,丰原药业,安徽
603599.SS,广信股份,安徽
300862.SZ,蓝盾光电,安徽
688586.SS,江航装备,安徽
688551.SS,科威尔,安徽
002997.SZ,瑞鹄模具,安徽
300877.SZ,金春股份,安徽
300886.SZ,华业香料,安徽
300883.SZ,龙利得,安徽
600551.SS,时代出版,安徽
601801.SS,皖新传媒,安徽
000868.SZ,安凯客车,安徽
002208.SZ,合肥城建,安徽
688219.SS,会通股份,安徽
003020.SZ,立方制药,安徽
688679.SS,通源环境,安徽
003027.SZ,同兴科技,安徽
300929.SZ,华骐环保,安徽
003038.SZ,鑫铂股份,安徽
300956.SZ,英力股份,安徽
688630.SS,芯碁微装,安徽
688659.SS,元琛科技,安徽
688639.SS,华恒生物,安徽
605189.SS,富春染织,安徽
688367.SS,工大高科,安徽
688768.SS,容知日新,安徽
301049.SZ,超越科技,安徽
688733.SS,壹石通,安徽
301129.SZ,瑞纳智能,安徽
001217.SZ,华尔泰,安徽
688162.SS,巨一科技,安徽
600935.SS,华塑股份,安徽
301108.SZ,洁雅股份,安徽
603110.SS,东方材料,安徽
301167.SZ,建研设计,安徽
603150.SS,万朗磁塑,安徽
001226.SZ,拓山重工,安徽
688251.SS,井松智能,安徽
301234.SZ,五洲医疗,安徽
001230.SZ,劲旅环境,安徽
688403.SS,汇成股份,安徽
300344.SZ,*ST立方,安徽
301321.SZ,翰博高新,安徽
688416.SS,恒烁股份,安徽
920489.BJ,佳先股份,安徽
920856.BJ,浩淼科技,安徽
920000.BJ,安徽凤凰,安徽
920981.BJ,晶赛科技,安徽
920992.BJ,中科美菱,安徽
688419.SS,耐科装备,安徽
920357.BJ,雅葆轩,安徽
301297.SZ,富乐德,安徽
920718.BJ,合肥高科,安徽
920478.BJ,峆一药业,安徽
688486.SS,龙迅股份,安徽
301408.SZ,华人健康,安徽
001311.SZ,多利科技,安徽
301429.SZ,森泰股份,安徽
688352.SS,颀中科技,安徽
688249.SS,晶合集成,安徽
001282.SZ,三联锻造,安徽
688582.SS,芯动联科,安徽
688610.SS,埃科光电,安徽
301519.SZ,舜禹股份,安徽
001387.SZ,雪祺电气,安徽
301586.SZ,佳力奇,安徽
920016.BJ,中草香料,安徽
001279.SZ,强邦新材,安徽
920019.BJ,铜冠矿建,安徽
920066.BJ,科拜尔,安徽
603395.SS,红四方,安徽
301581.SZ,黄山谷捷,安徽
920116.BJ,星图测控,安徽
603409.SS,汇通控股,安徽
301501.SZ,恒鑫生活,安徽
001390.SZ,古麒绒材,安徽
600007.SS,中国国贸,北京
600008.SS,首创环保,北京
600015.SS,华夏银行,北京
600016.SS,民生银行,北京
600028.SS,中国石化,北京
600037.SS,歌华有线,北京
600055.SS,万东医疗,北京
600056.SS,中国医药,北京
600058.SS,五矿发展,北京
600062.SS,华润双鹤,北京
600085.SS,同仁堂,北京
600100.SS,同方股份,北京
600118.SS,中国卫星,北京
600138.SS,中青旅,北京
600161.SS,天坛生物,北京
600166.SS,福田汽车,北京
600195.SS,中牧股份,北京
600198.SS,大唐电信,北京
600206.SS,有研新材,北京
600246.SS,万通发展,北京
600258.SS,首旅酒店,北京
600266.SS,城建发展,北京
600271.SS,航天信息,北京
600288.SS,大恒科技,北京
600299.SS,安迪苏,北京
600313.SS,农发种业,北京
600361.SS,创新新材,北京
600376.SS,首开股份,北京
600386.SS,北巴传媒,北京
600405.SS,动力源,北京
600410.SS,华胜天成,北京
600429.SS,三元股份,北京
600435.SS,北方导航,北京
600463.SS,空港股份,北京
600511.SS,国药股份,北京
600536.SS,中国软件,北京
600560.SS,金自天正,北京
600578.SS,京能电力,北京
600582.SS,天地科技,北京
600588.SS,用友网络,北京
600657.SS,信达地产,北京
600658.SS,电子城,北京
600764.SS,中国海防,北京
600791.SS,京能置业,北京
600855.SS,航天长峰,北京
600859.SS,王府井,北京
600860.SS,京城股份,北京
600861.SS,北京人力,北京
600900.SS,长江电力,北京
600962.SS,国投中鲁,北京
600980.SS,北矿科技,北京
601088.SS,中国神华,北京
601101.SS,昊华能源,北京
601111.SS,中国国航,北京
601117.SS,中国化学,北京
601169.SS,北京银行,北京
601186.SS,中国铁建,北京
601390.SS,中国中铁,北京
601398.SS,工商银行,北京
601588.SS,北辰实业,北京
601600.SS,中国铝业,北京
601618.SS,中国中冶,北京
601628.SS,中国人寿,北京
601668.SS,中国建筑,北京
601766.SS,中国中车,北京
601857.SS,中国石油,北京
601888.SS,中国中免,北京
601898.SS,中煤能源,北京
601939.SS,建设银行,北京
601988.SS,中国银行,北京
601991.SS,大唐发电,北京
601998.SS,中信银行,北京
000065.SZ,北方国际,北京
000151.SZ,中成股份,北京
000402.SZ,金 融 街,北京
000609.SZ,ST中迪,北京
000725.SZ,京东方Ａ,北京
000729.SZ,燕京啤酒,北京
000758.SZ,中色股份,北京
000786.SZ,北新建材,北京
000798.SZ,中水渔业,北京
000802.SZ,北京文化,北京
000839.SZ,国安股份,北京
000860.SZ,顺鑫农业,北京
000882.SZ,华联股份,北京
000931.SZ,中 关 村,北京
000938.SZ,紫光股份,北京
000959.SZ,首钢股份,北京
000969.SZ,安泰科技,北京
000970.SZ,中科三环,北京
002038.SZ,双鹭药业,北京
002051.SZ,中工国际,北京
002065.SZ,东华软件,北京
002066.SZ,瑞泰科技,北京
002148.SZ,北纬科技,北京
002151.SZ,北斗星通,北京
002153.SZ,石基信息,北京
002186.SZ,全 聚 德,北京
002271.SZ,东方雨虹,北京
002279.SZ,久其软件,北京
002306.SZ,*ST云网,北京
002310.SZ,东方园林,北京
002350.SZ,北京科锐,北京
